# as_of_year	respondent_id	agency_name	agency_abbr	agency_code	loan_type_name	loan_type	property_type_name	property_type	loan_purpose_name	loan_purpose	owner_occupancy_name	owner_occupancy	loan_amount_000s	preapproval_name	preapproval	action_taken_name	action_taken	msamd_name	msamd	state_name	state_abbr	state_code	county_name	county_code	census_tract_number	applicant_ethnicity_name	applicant_ethnicity	co_applicant_ethnicity_name	co_applicant_ethnicity	applicant_race_name_1	applicant_race_1	applicant_race_name_2	applicant_race_2	applicant_race_name_3	applicant_race_3	applicant_race_name_4	applicant_race_4	applicant_race_name_5	applicant_race_5	co_applicant_race_name_1	co_applicant_race_1	co_applicant_race_name_2	co_applicant_race_2	co_applicant_race_name_3	co_applicant_race_3	co_applicant_race_name_4	co_applicant_race_4	co_applicant_race_name_5	co_applicant_race_5	applicant_sex_name	applicant_sex	co_applicant_sex_name	co_applicant_sex	applicant_income_000s	purchaser_type_name	purchaser_type	denial_reason_name_1	denial_reason_1	denial_reason_name_2	denial_reason_2	denial_reason_name_3	denial_reason_3	rate_spread	hoepa_status_name	hoepa_status	lien_status_name	lien_status	edit_status_name	edit_status	sequence_number	population	minority_population	hud_median_family_income	tract_to_msamd_income	number_of_owner_occupied_units	number_of_1_to_4_family_units	application_date_indicator	redlining_score
2017	7197000003	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	64	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0024.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	55	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				1804	65.41000366210938	50500	82.98999786376953	442	874		0.5101115161488394
2017	84-1564935	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	99	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0024.00	Hispanic or Latino	1	Not Hispanic or Latino	2	White	5									White	5									Male	1	Female	2	63	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				1804	65.41000366210938	50500	82.98999786376953	442	874		0.5101115161488394
2017	0471809999	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	96	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0024.00	Hispanic or Latino	1	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Male	1	No co-applicant	5	29	Ginnie Mae (GNMA)	2							01.75	Not a HOEPA loan	2	Secured by a first lien	1				1804	65.41000366210938	50500	82.98999786376953	442	874		0.5101115161488394
2017	0000011065	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	76	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0024.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	36	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				1804	65.41000366210938	50500	82.98999786376953	442	874		0.5101115161488394
2017	38-2750395	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	124	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0024.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	25	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				1804	65.41000366210938	50500	82.98999786376953	442	874		0.5101115161488394
2017	23-2769131	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	174	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	53	Other type of purchaser	9							02.18	Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	0000021717	Office of the Comptroller of the Currency	OCC	1	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	170	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Male	1	Female	2	83	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	0000034953	Federal Deposit Insurance Corporation	FDIC	3	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	149	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	30	Commercial bank, savings bank or savings association	6								Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	86-0634557	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	89	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	48	Commercial bank, savings bank or savings association	6							02.25	Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	46-2077362	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	67	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	22	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	75-2857425	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	125	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	22	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	23-2769131	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	70	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	23	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	20-8745846	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	60	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	32	Ginnie Mae (GNMA)	2							01.90	Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	0000068671	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	106	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	40	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	7505400005	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	174	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Hispanic or Latino	1	Not Hispanic or Latino	2	White	5									White	5									Male	1	Female	2	37	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	26-1234082	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	159	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0023.00	Not Hispanic or Latino	2	Not Hispanic or Latino	2	Asian	2									White	5									Male	1	Female	2	44	Life insurance company, credit union, mortgage bank, or finance company	7							01.93	Not a HOEPA loan	2	Secured by a first lien	1				3342	64.2699966430664	50500	64.52999877929688	727	1382		0.35456869388578655
2017	76-0503625	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	67	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0022.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	30	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				1496	61.15999984741211	50500	81.4000015258789	304	714		0.4623329337917532
2017	32-0016270	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	82	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0022.00	Hispanic or Latino	1	Hispanic or Latino	1	White	5									White	5									Male	1	Female	2	68	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				1496	61.15999984741211	50500	81.4000015258789	304	714		0.4623329337917532
2017	32-0016270	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	125	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0022.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	39	Commercial bank, savings bank or savings association	6								Not a HOEPA loan	2	Secured by a first lien	1				1496	61.15999984741211	50500	81.4000015258789	304	714		0.4623329337917532
2017	22-2894356	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	64	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0022.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	51	Fannie Mae (FNMA)	1							01.95	Not a HOEPA loan	2	Secured by a first lien	1				1496	61.15999984741211	50500	81.4000015258789	304	714		0.4623329337917532
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	98	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0022.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	35	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				1496	61.15999984741211	50500	81.4000015258789	304	714		0.4623329337917532
2017	84-0849361	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	76	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0022.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	33	Life insurance company, credit union, mortgage bank, or finance company	7							01.61	Not a HOEPA loan	2	Secured by a first lien	1				1496	61.15999984741211	50500	81.4000015258789	304	714		0.4623329337917532
2017	76-0236067	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	77	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0020.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	33	Loan was not originated or was not sold in calendar year covered by register	0							01.79	Not a HOEPA loan	2	Secured by a first lien	1				3201	72.06999969482422	50500	61.41999816894531	650	1460		0.7193196445799027
2017	0000021717	Office of the Comptroller of the Currency	OCC	1	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	84	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0020.00	Hispanic or Latino	1	Not Hispanic or Latino	2	White	5									White	5									Female	2	Male	1	16	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				3201	72.06999969482422	50500	61.41999816894531	650	1460		0.7193196445799027
2017	75-2921540	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	58	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0020.00	Hispanic or Latino	1	No co-applicant	5	Information not provided by applicant in mail, Internet, or telephone application	6									No co-applicant	8									Male	1	No co-applicant	5		Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				3201	72.06999969482422	50500	61.41999816894531	650	1460		0.7193196445799027
2017	84-1594306	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	142	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0020.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	41	Commercial bank, savings bank or savings association	6								Not a HOEPA loan	2	Secured by a first lien	1				3201	72.06999969482422	50500	61.41999816894531	650	1460		0.7193196445799027
2017	0000065082	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	40	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0020.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	21	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				3201	72.06999969482422	50500	61.41999816894531	650	1460		0.7193196445799027
2017	75-3170028	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	91	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0019.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	47	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				1287	48.40999984741211	50500	104.06999969482422	272	663		0.2502196188148506
2017	0000068671	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	106	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	42	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	26-4599244	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	90	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	31	Other type of purchaser	9							02.14	Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	84-1564935	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	97	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	61	Other type of purchaser	9								Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	23-2769131	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	126	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	41	Other type of purchaser	9							02.18	Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	131	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	24	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	0000068240	National Credit Union Administration	NCUA	5	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	57	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	19	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	0471809999	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	171	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	35	Other type of purchaser	9							01.82	Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	84-1564935	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	96	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Male	1	Information not provided by applicant in mail, Internet, or telephone application	3	26	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	23-2769131	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	132	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	69	Other type of purchaser	9							02.08	Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	84-1564935	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	107	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	39	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	7197000003	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	75	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	38	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	7505400005	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	76	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	No co-applicant	5	Black or African American	3									No co-applicant	8									Female	2	No co-applicant	5	21	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	23-2769131	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	110	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0018.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	23	Fannie Mae (FNMA)	1								Not a HOEPA loan	2	Secured by a first lien	1				2294	47.16999816894531	50500	76.75	706	1133		0.33161589940616526
2017	7327200005	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	157	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0017.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	48	Other type of purchaser	9								Not a HOEPA loan	2	Secured by a first lien	1				4445	39.54999923706055	50500	107.66000366210938	1417	1806		0.44394986347902543
2017	75-2921540	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	130	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0017.00	Hispanic or Latino	1	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	50	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				4445	39.54999923706055	50500	107.66000366210938	1417	1806		0.44394986347902543
2017	26-4599244	Department of Housing and Urban Development	HUD	7	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	176	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0017.00	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Male	1	Female	2	115	Freddie Mac (FHLMC)	3								Not a HOEPA loan	2	Secured by a first lien	1				4445	39.54999923706055	50500	107.66000366210938	1417	1806		0.44394986347902543
2017	0000504713	Consumer Financial Protection Bureau	CFPB	9	Conventional	1	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	108	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0017.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Female	2	No co-applicant	5	68	Loan was not originated or was not sold in calendar year covered by register	0								Not a HOEPA loan	2	Secured by a first lien	1				4445	39.54999923706055	50500	107.66000366210938	1417	1806		0.44394986347902543
2017	7327200005	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	138	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0017.00	Not Hispanic or Latino	2	No co-applicant	5	White	5									No co-applicant	8									Male	1	No co-applicant	5	37	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				4445	39.54999923706055	50500	107.66000366210938	1417	1806		0.44394986347902543
2017	84-1564935	Department of Housing and Urban Development	HUD	7	VA-guaranteed	3	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	96	Preapproval was requested	1	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0017.00	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Male	1	Female	2	49	Ginnie Mae (GNMA)	2								Not a HOEPA loan	2	Secured by a first lien	1				4445	39.54999923706055	50500	107.66000366210938	1417	1806		0.44394986347902543
2017	76-0718556	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Home purchase	1	Owner-occupied as a principal dwelling	1	137	Preapproval was not requested	2	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0017.00	Not Hispanic or Latino	2	Not Hispanic or Latino	2	White	5									White	5									Female	2	Male	1	31	Life insurance company, credit union, mortgage bank, or finance company	7								Not a HOEPA loan	2	Secured by a first lien	1				4445	39.54999923706055	50500	107.66000366210938	1417	1806		0.44394986347902543
2017	84-1040263	Department of Housing and Urban Development	HUD	7	FHA-insured	2	One-to-four family dwelling (other than manufactured housing)	1	Refinancing	3	Owner-occupied as a principal dwelling	1	171	Not applicable	3	Loan originated	1	Pueblo - CO	39380	Colorado	CO	8	Pueblo County	101	0017.00	Information not provided by applicant in mail, Internet, or telephone application	3	Information not provided by applicant in mail, Internet, or telephone application	3	White	5									White	5									Male	1	Female	2		Other type of purchaser	9								Not a HOEPA loan	2	Secured by a first lien	1				4445	39.54999923706055	50500	107.66000366210938	1417	1806		0.44394986347902543
